date_created,location,measurement,value
22/02/2022,Sông Vinh Kim – Cầu Ngang,pH,90
22/02/2022,Sông Vinh Kim – Cầu Ngang,Kiềm(mg/l),4.5
22/02/2022,Sông Vinh Kim – Cầu Ngang,Oxy (mg/L),28
22/02/2022,Sông Vinh Kim – Cầu Ngang,Nhiệt độ nước (oC),
22/02/2022,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),,13
22/02/2022,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),8.0
22/02/2022,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,107
22/02/2022,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),4.0
22/02/2022,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Oxy (mg/L),29
22/02/2022,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),
22/02/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,,19
22/02/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),7.5
22/02/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,90
22/02/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),2.0
22/02/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Oxy (mg/L),29
22/02/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),
22/02/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,,18
22/02/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),8.5
22/02/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,90
22/02/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),4.0
22/02/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/L),29
22/02/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),
22/02/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),,20
22/02/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),8.5
22/02/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,90
22/02/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),2.5
22/02/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy (mg/L),30
22/02/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),
22/02/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,,13
22/02/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),8.0
22/02/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,90
22/02/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),4.0
22/02/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy (mg/L),30
22/02/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),
22/02/2022,Cống La Bang - Đôn Châu - Duyên Hải,,20
22/02/2022,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),7.5
22/02/2022,Cống La Bang - Đôn Châu - Duyên Hải,pH,90
22/02/2022,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),2.0
22/02/2022,Cống La Bang - Đôn Châu - Duyên Hải,Oxy (mg/L),30
22/02/2022,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),
22/02/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,,30
22/02/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),7.5
22/02/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,90
22/02/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),2.0
22/02/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy (mg/L),28
22/02/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),
22/02/2022,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,,17
22/02/2022,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Độ mặn(‰),8.0
22/02/2022,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,pH,72
22/02/2022,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Kiềm(mg/l),2.0
22/02/2022,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Oxy (mg/L),28
22/02/2022,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Nhiệt độ nước (oC),
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Độ mặn(‰),5
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),pH,8.0
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Kiềm(mg/l),90
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),NH4/NH3(mg/l),0
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Nhiệt độ (0C),29
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Oxy(mg/l),3.0
18/04/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Sông Vinh Kim - Cầu Ngang,Độ mặn(‰),1
18/04/2023,Sông Vinh Kim - Cầu Ngang,pH,7.5
18/04/2023,Sông Vinh Kim - Cầu Ngang,Kiềm(mg/l),90
18/04/2023,Sông Vinh Kim - Cầu Ngang,NH4/NH3(mg/l),0
18/04/2023,Sông Vinh Kim - Cầu Ngang,Nhiệt độ (0C),29
18/04/2023,Sông Vinh Kim - Cầu Ngang,Oxy(mg/l),3.0
18/04/2023,Sông Vinh Kim - Cầu Ngang,Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Độ mặn(‰),4
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,pH,7.5
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Kiềm(mg/l),72
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,NH4/NH3(mg/l),0
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Nhiệt độ (0C),29
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Oxy(mg/l),4.0
18/04/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),13
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,8.0
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),125
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),NH4/NH3(mg/l),0.03
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ (0C),28
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy(mg/l),4.0
18/04/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Độ mặn(‰),17
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,pH,7.5
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Kiềm(mg/l),90
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,NH4/NH3(mg/l),0
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Nhiệt độ (0C),29
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Oxy(mg/l),3.0
18/04/2023,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Virus gây bệnhđốm trắng,
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),19
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,pH,7.5
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),72
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,NH4/NH3(mg/l),0
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Nhiệt độ (0C),28
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Oxy(mg/l),3.0
18/04/2023,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),15
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),28
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Oxy(mg/l),4.0
18/04/2023,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),18
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),28
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy(mg/l),3.0
18/04/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),19
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,7.5
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),107
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),31
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy(mg/l),4.0
18/04/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),13
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),72
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),29
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Oxy(mg/l),3.0
18/04/2023,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),18
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.5
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),29
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy(mg/l),3.0
18/04/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,Không phát hiện
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),26
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),28
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy(mg/l),3.0
18/04/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
02/04/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),5
02/04/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.5
02/04/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),80
02/04/2019,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ nước (oC),30
02/04/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),2
02/04/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
02/04/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),80
02/04/2019,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ nước (oC),29
02/04/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),11
02/04/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,7.5
02/04/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),107
02/04/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),28
02/04/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),15
02/04/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,8.0
02/04/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
02/04/2019,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ nước (oC),32
02/04/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),12
02/04/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
02/04/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
02/04/2019,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),30
02/04/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),14
02/04/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.0
02/04/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
02/04/2019,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),29
02/04/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),15
02/04/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
02/04/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
02/04/2019,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),28
02/04/2019,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),19
02/04/2019,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
02/04/2019,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),80
02/04/2019,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),30
02/04/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),22
02/04/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,8.0
02/04/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
02/04/2019,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),29
02/04/2019,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),11
02/04/2019,Vàm Trà Kha - Định An - Trà Cú,pH,7.5
02/04/2019,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),90
02/04/2019,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ nước (oC),31
02/04/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Độ mặn(‰),8
02/04/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,pH,7.5
02/04/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Kiềm(mg/l),80
02/04/2019,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Nhiệt độ nước (oC),29
06/06/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),5
06/06/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.8
06/06/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),80
06/06/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),NH4/NH3(mg/l),0
06/06/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ (0C),29
06/06/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),3
06/06/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
06/06/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),80
06/06/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),NH4/NH3(mg/l),0
06/06/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ (0C),29
06/06/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),10
06/06/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,pH,7.5
06/06/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),110
06/06/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,NH4/NH3(mg/l),0
06/06/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Nhiệt độ (0C),29
06/06/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),14
06/06/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.5
06/06/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
06/06/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
06/06/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),28
06/06/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Nhiễm bệnh
06/06/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),10
06/06/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
06/06/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),150
06/06/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),NH4/NH3(mg/l),0.03
06/06/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ (0C),30
06/06/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),15
06/06/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
06/06/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
06/06/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0
06/06/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),30
06/06/2020,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),12
06/06/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.5
06/06/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),110
06/06/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
06/06/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),27
06/06/2020,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),15
06/06/2020,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
06/06/2020,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),70
06/06/2020,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
06/06/2020,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),31
06/06/2020,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Không nhiễm
06/06/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),20
06/06/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.9
06/06/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),80
06/06/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
06/06/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),29
06/06/2020,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
06/06/2020,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),9
06/06/2020,Vàm Trà Kha - Định An - Trà Cú,pH,7.9
06/06/2020,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),80
06/06/2020,Vàm Trà Kha - Định An - Trà Cú,NH4/NH3(mg/l),0
06/06/2020,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ (0C),29
06/06/2020,Vàm Trà Kha - Định An - Trà Cú,Virus gây bệnhđốm trắng,
06/06/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Độ mặn(‰),13
06/06/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,pH,7.9
06/06/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Kiềm(mg/l),80
06/06/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,NH4/NH3(mg/l),0
06/06/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Nhiệt độ (0C),29
06/06/2020,HTX nghêu Thành Đạt - Hiệp Thạnh - TX.DH,Virus gây bệnhđốm trắng,
18/08/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn (‰),
18/08/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,
18/08/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),
18/08/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),NH4/NH3(mg/l),
18/08/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ (0C),
18/08/2020,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không phát hiện
18/08/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Độ mặn (‰),
18/08/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),pH,
18/08/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),
18/08/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),NH4/NH3(mg/l),
18/08/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ (0C),
18/08/2020,Sông Vinh Kim - Cầu Ngang (gần Cầu Vinh Kim),Virus gây bệnhđốm trắng,
18/08/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Độ mặn (‰),6
18/08/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,pH,7.5
18/08/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),110
18/08/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,NH4/NH3(mg/l),0
18/08/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Nhiệt độ (0C),29
18/08/2020,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Virus gây bệnhđốm trắng,
18/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn (‰),3
18/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
18/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
18/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
18/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),28
18/08/2020,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Phát hiện
18/08/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn (‰),2
18/08/2020,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.2
